179  467.895 0.987812 130.379 -0.366986  467.189 0.96316 172.312 1.02281  467.635 0.962974 177.969 0.0519342  467.974 0.957095 121.512 -0.0399819  
180  467.902 0.969928 143.002 0.365708  467.371 0.96434 166.451 0.599754  467.503 0.968328 158.191 0.733346  467.715 0.959199 128.402 0.670974  
181  467.795 0.979652 127.182 -0.605362  467.743 0.975748 131.044 -0.136126  467.666 0.968646 157.03 0.453337  466.988 0.961874 167.213 1.56565  
182  467.768 0.980069 121.87 -0.231316  467.228 0.962655 175.582 1.00779  467.55 0.983218 131.585 -0.0195864  468.068 0.953022 125.784 -0.689764  
183  467.941 0.98716 130.621 -0.244878  467.708 0.976074 129.086 -0.049783  467.917 0.975982 123.576 -0.144725  466.938 0.961232 168.151 1.80069  
184  467.516 0.983549 142.027 0.144399  467.62 0.967813 161.798 -0.0388326  467.966 0.976257 121.945 -0.176347  467.146 0.960722 157.78 1.55543  
185  467.882 0.975048 129.829 -0.0453829  468.053 0.972536 125.098 -0.77454  468.12 0.954798 121.116 -0.155347  467.658 0.949054 165.732 -0.258983  
186  468.176 0.971763 130.979 0.183724  467.965 0.957681 125.448 0.120214  468.208 0.971221 130.963 0.31598  466.892 0.962306 170.61 1.66134  
187  467.865 0.97908 125.86 -0.612515  467.899 0.972164 139.879 -0.351751  467.584 0.96854 166.372 0.631784  467.537 0.959751 133.823 1.18077  
188  467.854 0.974154 126.729 0.0533182  467.329 0.961643 177.956 0.841169  467.226 0.960503 145.821 -0.616181  467.152 0.961139 168 1.33496  
189  467.759 0.989731 139.636 -0.598526  467.782 0.973257 132.786 -0.232256  467.295 0.982479 135.766 -0.129649  467.36 0.963551 171.051 0.676368  
190  467.892 0.969953 150.251 0.489496  467.11 0.962078 163.939 1.29276  467.938 0.957383 136.048 -0.297977  466.96 0.960911 161.633 1.91365  
191  467.839 0.984537 128.561 -0.0775987  467.991 0.970772 138.613 -0.761114  467.552 0.982364 131.067 -0.0294651  467.613 0.964518 175.308 0.167414  
192  468.287 0.951471 131.372 0.141486  467.817 0.953929 125.635 -0.113514  467.88 0.958827 130.66 -0.834851  467.508 0.946592 178.458 0.102524  
193  468.162 0.970612 138.482 0.42003  467.875 0.958007 128.889 0.117596  467.662 0.947293 166.64 0.378518  467.52 0.948534 174.74 -0.0224526  
194  468.031 0.987296 128.036 -0.453066  468.036 0.97162 142.147 -0.702097  467.579 0.963157 184.075 0.052604  467.854 0.955715 131.335 -0.151715  
195  467.705 0.965938 168.406 0.144291  467.703 0.966086 176.7 -0.00311441  467.913 0.954981 138.72 -0.0761562  467.301 0.943742 186.387 0.649306  
196  467.696 0.975491 133.214 0.170925  467.637 0.964376 182.62 0.172581  467.731 0.966299 172.126 0.0881937  467.629 0.946187 175.876 0.107121  
197  467.686 0.967259 176.604 0.182204  467.367 0.96593 170.967 0.174179  467.823 0.969557 149.2 0.864724  467.966 0.956471 122.799 -0.138613  
198  467.67 0.968661 186.248 0.366613  467.769 0.978968 129.461 0.0977391  467.901 0.953166 137.584 -0.0218506  467.703 0.945005 185.936 -0.00416194  
199  467.909 0.986642 139.192 -0.177668  467.712 0.974473 135.513 -0.0481444  467.636 0.967476 175.132 0.389239  467.201 0.960847 170.502 1.30186  
200  467.534 0.962218 187.521 -0.0124062  467.58 0.96836 165.96 -0.0946794  468.016 0.958048 128.786 -0.643284  467.189 0.962656 180.021 1.02725  
201  467.776 0.964678 186.551 -0.00140679  467.7 0.965986 181.692 -0.00215803  467.655 0.962792 186.057 -0.00320612  467.619 0.947378 183.268 -0.0112152  
202  467.634 0.966107 168.121 0.195405  467.55 0.967988 165.293 -0.0684317  467.772 0.979731 124.413 -0.728339  468.102 0.949989 139.071 -1.49268  
203  467.965 0.958183 136.22 -0.510246  466.91 0.941444 180.343 1.67769  467.733 0.948904 153.292 0.676572  467.475 0.929894 130.68 0.763884  
204  467.93 0.988755 132.369 -0.798558  467.516 0.968761 170.939 -0.228611  467.923 0.975082 122.292 -0.0868071  467.444 0.962768 175.928 0.566855  
205  467.783 0.979722 130.526 -0.449907  467.43 0.964637 176.522 0.532343  467.7 0.966241 175.687 0.149281  467.674 0.954861 139.415 0.039053  
206  467.494 0.962256 184.399 -0.0149096  467.621 0.947223 178.229 -0.0110363  467.954 0.956429 131.032 -0.223765  467.49 0.93945 131.934 1.13233  
207  467.53 0.963828 179.273 0.0527908  467.721 0.977405 130.568 -0.0598697  467.835 0.951633 134.59 -0.0128195  467.388 0.943419 179.306 0.628101  
208  467.837 0.973255 138.053 0.0313665  467.547 0.963118 182.528 0.241089  467.885 0.94978 150.617 0.144864  467.658 0.943791 178.833 0.0853562  
209  467.998 0.97116 139.868 0.103938  467.305 0.964048 171.595 0.784805  467.499 0.960184 150.672 -0.521846  467.884 0.95487 130.207 -0.273502  
210  467.683 0.966651 178.611 0.0910585  467.859 0.954915 130.192 -0.169987  467.934 0.952768 134.089 0.0372165  467.33 0.932241 133.52 0.830244  
211  467.574 0.968558 175.598 0.646424  467.546 0.968169 170.202 -0.0775506  467.645 0.946385 171.66 0.275232  467.984 0.953037 135.742 -0.540041  
212  467.511 0.982342 146.24 0.00814136  467.702 0.969324 147.541 -0.306173  467.699 0.9655 172.89 0.155607  467.875 0.957881 124.195 0.0678171  
213  467.927 0.95276 143.127 -0.00467885  467.575 0.963845 173.322 0.241612  467.712 0.948434 162.759 0.210459  467.41 0.943544 184.08 0.531318  
214  467.945 0.975654 123.921 -0.0846603  467.7 0.965286 176.913 -0.0058013  467.776 0.947294 165.789 0.129796  467.19 0.94232 185.041 1.03672  
215  468.183 0.970957 135.978 0.290881  467.861 0.9577 136.082 0.0585557  467.908 0.958567 135.374 -0.44244  466.582 0.940687 152.496 2.80127  
216  467.676 0.97661 129.391 0.179045  467.776 0.96988 141.207 -0.487282  467.71 0.964508 173.659 0.0514772  467.561 0.946468 172.13 0.102584  
217  467.724 0.964734 177.671 0.107536  467.966 0.956749 121.69 -0.107126  467.387 0.941593 180.36 -0.0422777  467.714 0.935139 132.565 0.11224  
218  467.8 0.974782 131.637 0.0475517  467.746 0.974353 138.647 -0.0227307  468.04 0.956667 125.573 -0.399836  467.523 0.963447 171.34 0.402936  
219  467.606 0.966574 173.899 0.250554  467.518 0.963341 176.03 0.413112  467.891 0.955037 135.404 -0.0985718  467.51 0.959922 141.956 1.05659  
220  468.159 0.950729 137.286 0.217127  467.966 0.957552 125.452 0.0862322  467.771 0.942823 171.755 -0.0017359  467.596 0.944341 182.485 0.210421  
221  467.671 0.967093 164.891 0.315012  467.989 0.971972 127.477 -0.624981  468.017 0.974201 121.364 0.00587463  466.849 0.962342 167.061 1.81109  
222  467.818 0.976534 128.034 0.0588221  467.624 0.969245 160.923 -0.344919  467.313 0.96172 182.803 -0.0536967  467.554 0.959628 136.292 1.10556  
223  467.814 0.986755 130.532 -0.103014  467.926 0.970252 135.788 -0.788415  468.011 0.956884 125.032 -0.3575  467.557 0.947284 157.944 -0.0474186  
224  467.773 0.980458 131.842 -0.0642411  467.734 0.979548 122.38 -0.325532  468.149 0.970762 127.435 0.5355  468.007 0.952827 128.203 -0.580825  
225  467.733 0.96483 178.268 -0.00351911  467.494 0.964305 177.603 0.34815  467.439 0.962895 179.681 -0.00882491  467.473 0.963069 179.696 0.503559  
226  467.593 0.980442 135.901 -0.444332  467.65 0.986629 134.117 0.330771  467.891 0.972279 130.564 0.179138  467.582 0.965206 178.019 0.175544  
227  467.39 0.991297 159.649 -0.227612  467.658 0.980254 124.973 0.381016  467.869 0.984784 139.476 -0.0754628  468.046 0.971768 133.036 -0.716363  
228  467.571 0.981038 128.559 -0.255555  467.791 1.00036 135.849 -0.565945  467.888 0.989226 130.372 -0.804331  467.593 0.999606 147.145 -0.548152  
229  467.86 0.974568 128.205 0.0925477  467.705 0.984705 125.987 0.210798  467.347 0.96208 177.763 -0.0345273  467.903 0.952031 148.816 -0.408626  
230  467.728 0.986556 130.986 -0.231761  468.005 0.988302 124.587 0.206953  467.66 0.967202 171.336 0.334029  467.54 0.966776 173.681 0.174211  
231  467.757 0.981729 132.664 -0.0382424  467.414 0.990825 153.914 1.02496  467.78 0.979696 129.937 -0.755722  467.883 0.987378 125.098 0.0617282  
232  467.549 0.98349 134.685 -0.00733915  467.838 0.974436 130.014 -0.213337  468.016 0.956727 124.404 -0.338983  467.976 0.972726 132.158 -0.546429  
233  467.606 0.993277 168.486 0.0584497  467.614 0.999711 145.582 -0.662872  467.774 0.985994 132.384 -0.0646417  467.684 0.977888 126.559 -0.0996201  
234  467.619 0.990524 152.532 -0.399052  467.712 0.986123 128.911 0.269315  467.845 0.978002 129.961 -0.0976789  467.458 0.964209 180.185 0.530929  
235  467.786 0.963847 175.765 -0.00165648  467.938 0.970749 137.289 -0.6108  467.509 0.967561 167.244 0.678935  467.687 0.976431 136.556 -0.0660645  
236  467.437 0.968006 177.208 0.861945  467.782 0.979357 121.09 0.43103  467.359 0.968294 176.156 1.10873  467.475 0.968835 166.18 -0.197031  
237  467.639 0.990228 143.885 -0.812762  467.449 0.991535 160.64 0.678926  467.624 0.968695 162.933 0.573104  467.509 0.963453 181.416 0.428502  
238  467.947 0.986047 125.678 -0.296518  467.759 0.989759 140.123 0.681957  468.007 0.977958 120.138 -0.507649  467.854 0.985228 128 -0.123128  
239  467.867 0.989057 133.467 -0.3944  467.902 0.98882 123.907 0.402454  467.94 0.97524 121.839 -0.0594402  467.612 0.993763 170.098 0.181514  
240  467.919 0.973376 130.457 0.00896581  467.598 0.969006 156.764 -0.331224  467.982 0.957366 130.601 -0.391619  467.901 0.955505 129.332 -0.195825  
241  467.848 0.975003 131.533 0.0876048  467.768 0.987407 135.861 0.151473  468.065 0.971778 128.384 0.137424  467.481 0.984021 133.062 0.442575  
242  467.862 0.977695 129.586 -0.122001  467.697 0.969402 149.329 -0.517102  467.914 0.97577 121.984 -0.0852857  467.564 0.968847 159.091 -0.280389  
243  467.962 0.973623 131.893 0.0666521  467.797 0.97404 135.648 -0.183314  467.716 0.965918 175.218 0.208437  467.792 0.977271 127.529 -0.0542989  
244  467.809 0.984413 125.645 -0.159061  467.201 0.991593 169.009 1.06935  468.092 0.970131 132.658 0.881564  467.819 0.97036 149.275 -0.413999  
245  467.442 0.960005 141.233 -0.892505  466.911 0.961256 166.402 1.86366  468.04 0.955911 125.167 -0.286028  467.928 0.954203 131.638 -0.361486  
246  467.849 0.969741 148.679 0.63276  467.536 0.980906 142.581 0.553917  467.539 0.96281 184.962 0.0503531  467.426 0.964118 173.779 0.429649  
247  467.953 0.970462 144.55 0.297121  467.795 0.974396 137.278 -0.113868  467.69 0.965112 174.083 -0.00657596  467.75 0.975682 130.243 -0.148866  
248  467.572 0.983766 133.772 -0.0156656  467.409 0.983978 132.545 0.717114  467.929 0.96988 138.073 0.747582  467.728 0.979655 124.061 0.328556  
249  467.297 0.981972 139.94 -0.166168  467.431 0.983833 131.738 0.673824  468.295 0.971556 122.755 0.211242  467.589 0.968862 157.793 -0.255161  
250  467.427 0.993107 173.801 0.0533333  467.089 0.991584 164.741 1.50268  467.975 0.973665 120.359 0.0432209  467.876 0.970408 139.233 -0.509486  
251  468.084 0.971692 128.06 0.155893  467.839 0.976314 126.597 -0.120546  467.196 0.961689 172.573 -0.0890373  468.021 0.971738 127.587 -0.659801  
252  467.808 0.979606 122.768 -0.544959  467.561 0.993064 166.76 0.354088  467.934 0.975433 120.697 -0.0539521  467.776 0.974936 126.132 -0.288366  
253  467.966 0.969965 142.833 0.585299  468.003 0.987619 123.645 0.0506119  467.798 0.964337 177.175 0.0532792  467.752 0.98317 124.312 0.0242886  
254  467.838 0.97924 122.935 -0.23594  467.611 0.995025 170.092 -0.0105014  468.039 0.970925 130.293 0.353357  467.629 0.982472 123.387 0.28008  
255  467.433 0.963493 175.066 -0.00584958  467.299 0.991816 158.232 0.907105  467.689 0.965731 174.393 0.265065  468.143 0.972344 120.271 -0.920141  
256  467.847 0.984518 133.88 -0.0949592  467.782 0.983148 124.558 -0.0438229  468.09 0.972209 128.736 0.102025  467.643 0.966097 171.749 0.177386  
257  467.892 0.984023 129.049 -0.0341031  468.013 0.987735 122.365 0.167381  467.91 0.98781 132.912 -0.236131  467.789 0.974993 130.435 -0.131429  
258  467.97 0.989068 133.093 -0.685114  467.809 0.980501 125.597 -0.332433  467.12 0.961367 173.022 -0.15372  468.048 0.971607 138.63 -0.738444  
259  467.721 0.984392 127.352 -0.0841165  467.716 0.975843 126.064 -0.103223  468.023 0.9757 116.247 -0.195782  467.475 0.960002 141.851 1.11791  
260  467.883 0.972399 131.716 0.110112  467.817 0.979031 123.469 0.274708  467.735 0.964727 174.791 -0.00431039  467.971 0.971372 141.86 -0.57627  
261  467.74 0.983618 131.998 -0.0704994  467.549 0.981918 124.338 0.469947  468.002 0.96997 134.969 0.702215  467.854 0.97119 143.376 -0.373845  
262  467.703 0.984141 132.605 -0.0281604  467.644 0.994218 168.734 0.118786  468.118 0.97168 127.913 0.101975  467.998 0.971945 127.338 -0.716954  
263  467.753 0.986176 140.012 0.00578307  467.631 0.984946 130.536 -0.0490373  467.912 0.978854 126.498 -0.484037  467.855 0.97457 131.468 -0.249421  
264  467.642 0.995919 166.263 0.367389  468.029 0.987991 117.114 0.217793  467.38 0.991746 178.703 -0.0739406  467.742 0.982565 120.244 -0.0217786  
265  467.531 0.994698 164.42 0.318825  467.302 0.992086 178.778 0.841994  467.313 0.981781 143.76 -0.101847  467.239 0.991263 178.496 1.18261  
266  467.771 0.997077 161.483 0.0338493  467.258 0.990971 147.124 1.4191  467.445 0.981788 133.634 -0.169114  467.761 0.979157 122.179 0.0734412  
267  467.798 0.975336 132.364 0.0654784  467.621 0.976952 136.128 -0.0697629  467.622 0.963545 168.429 -0.00520082  467.825 0.958554 133.494 0.211964  
268  467.709 0.993587 164.876 -0.00687845  467.42 0.992794 172.542 0.6458  467.792 0.994935 175.197 -0.00594511  467.751 0.979803 123.339 -0.252087  
269  467.955 0.97038 137.252 0.232419  467.751 0.979225 122.202 0.0335294  467.696 0.966212 170.549 0.252572  467.943 0.972505 127.956 -0.60568  
270  467.725 0.983851 132.162 -0.0166304  467.63 0.981995 126.228 0.260979  467.911 0.979049 119.26 -0.595045  467.614 0.982228 124.796 0.303415  
271  468.071 0.972353 125.333 0.140866  467.604 0.9678 150.949 -0.0638918  468.177 0.972604 118.665 0.111129  467.695 0.963802 172.102 0.0572012  
272  467.692 0.984111 137.375 -0.00124252  467.63 0.977723 135.531 -0.077818  467.559 0.967935 166.781 0.593591  467.638 0.969286 154.975 -0.564562  
273  467.883 0.986251 131.723 -0.227177  467.726 0.983625 124.984 0.034357  468.185 0.971628 123.501 0.209812  467.678 0.976562 131.409 -0.00562127  
274  467.595 0.99653 151.436 0.334678  467.887 0.989236 123.985 0.741772  467.531 0.981882 126.831 -0.158496  467.81 0.983567 120.667 -0.0446827  
275  467.821 0.985901 137.517 -0.1112  467.726 0.980452 121.252 -0.644653  467.722 0.983347 139.147 0.0265951  467.758 0.975972 130.141 -0.126172  
276  467.608 0.980714 133.951 -0.281998  468.014 0.987741 124.955 0.0821612  467.797 0.959285 130.621 -0.871149  467.803 0.974181 131.697 -0.226159  
277  467.806 0.984727 127.961 -0.100758  467.865 0.989369 135.804 0.545195  467.771 0.995845 167.572 0.107616  467.912 0.988062 127.033 0.384015  
278  467.848 0.984729 137.402 -0.0847156  467.553 0.993935 163.374 0.169133  468.016 0.972558 126.373 0.0512302  467.721 0.984257 126.342 0.13866  
279  467.691 0.994914 171.255 0.058012  467.799 0.989369 129.899 0.524872  467.192 0.981529 133.335 -0.354897  467.808 0.973953 137.985 -0.161311  
280  467.812 0.985469 135.031 0.0253396  467.603 0.984774 135.812 0.211682  468.063 0.975483 116.108 -0.154759  467.472 0.967761 168.821 -0.0639622  
281  467.672 0.963587 175.652 0.0531724  467.619 0.968302 171.262 -0.0562873  467.784 0.974016 133.537 0.162545  467.479 0.964395 174.035 0.435412  
282  467.823 0.976673 126.514 0.0528458  467.812 0.969857 142.791 -0.568624  467.576 0.969139 156.451 0.96352  467.892 0.972356 129.584 -0.37826  
283  467.585 0.984632 140.305 0.0519544  467.361 0.991001 151.805 1.09897  468.099 0.972815 125.497 0.0450976  467.611 0.965753 165.787 0.0793007  
284  467.858 0.9734 137.693 -0.0314002  467.804 0.974871 136.078 -0.157928  467.784 0.964764 170.268 -0.00636825  467.487 0.963556 175.354 0.418499  
285  467.962 0.98697 126.9 -0.343553  467.653 0.982176 122.238 0.227681  468.164 0.9729 121.341 -0.0323987  468.009 0.986976 120.398 0.107903  
286  467.869 0.98623 130.352 -0.187326  467.887 0.987984 124.058 0.341428  467.642 0.966889 162.658 0.371839  467.455 0.968623 162.196 -0.253976  
287  467.978 0.972721 133.363 -0.0078246  467.38 0.983322 127.541 0.801363  467.695 0.966191 171.129 0.253971  466.754 0.961446 177.172 2.05567  
288  467.723 0.965486 178.61 0.104308  467.931 0.954601 127.677 -0.367588  467.677 0.965394 179.023 0.10505  468.032 0.950657 134.378 -0.880278  
289  467.968 0.971401 141.888 0.0620763  467.746 0.974473 134.915 -0.0552043  467.84 0.969672 156.608 0.444102  467.852 0.953232 131.018 -0.246009  
290  467.89 0.972477 135.154 0.115319  468.086 0.95352 125.725 -0.695073  467.686 0.947875 162.998 0.367741  467.672 0.947036 172.736 -0.00605356  
291  467.747 0.974638 134.486 0.134385  467.721 0.95932 135.863 0.571476  467.695 0.965133 179.069 0.161838  467.707 0.959384 137.118 0.587007  
292  467.717 0.945187 173.77 0.24261  467.85 0.955336 134.535 -0.155402  467.705 0.946259 167.376 0.270236  467.761 0.937383 137.262 0.156695  
293  467.756 0.983901 138.835 -0.0480264  467.618 0.983636 129.669 0.227948  467.891 0.977822 121.448 -0.158784  467.516 0.964754 186.911 0.358865  
294  467.81 0.985171 137.892 -0.0478764  467.687 0.978594 133.435 -0.079318  467.862 0.979186 125.96 -0.413464  467.548 0.977195 135.843 -0.0926226  
295  467.9 0.976354 124.528 -0.247475  467.593 0.982561 127.315 0.336752  467.633 0.9691 151.238 0.920208  467.567 0.96495 173.699 0.261311  
296  467.822 0.973874 137.132 0.128112  467.821 0.978997 123.128 0.265048  467.848 0.97507 130.391 0.0140469  467.611 0.966814 174.914 0.0851277  
297  467.82 0.978206 132.26 -0.0439842  467.716 0.977145 135.365 -0.0459604  467.603 0.961798 183.914 -0.0188704  467.498 0.96831 182.114 -0.0864451  
298  467.609 0.96882 163.209 0.712603  467.932 0.957131 126.422 -0.0132624  467.988 0.954069 131.217 -0.0694373  467.245 0.942309 184.846 0.924982  
299  467.795 0.965182 180.8 0.0515053  467.536 0.962951 180.743 0.321579  467.787 0.963241 182.404 -0.000575084  467.845 0.954494 133.089 -0.187688  
300  466.978 0.961238 180.109 -0.195362  467.559 0.963825 172.715 0.329979  467.781 0.96448 176.241 -0.00291  467.882 0.957223 126.722 0.0995999  
301  467.677 0.967287 178.479 0.295696  467.837 0.953035 140.225 -0.242337  467.396 0.96167 184.42 -0.0460132  467.98 0.951302 144.562 -0.624683  
302  467.96 0.973193 129.503 0.0781528  467.781 0.97588 132.797 -0.107102  467.964 0.952587 138.431 -0.00252024  467.258 0.942127 170.311 0.911953  
303  467.792 0.96558 189.955 0.052681  467.598 0.964067 175.884 0.251485  467.779 0.963737 186.621 -0.000568122  467.9 0.951727 146.675 -0.470747  
304  467.903 0.969902 148.765 0.412044  467.826 0.970815 145.096 -0.257918  467.28 0.961414 178.732 -0.0981577  467.314 0.960062 140.647 1.73163  
305  467.941 0.969959 145.927 0.497799  467.853 0.95878 127.082 0.551388  467.593 0.963342 185.243 0.109217  467.651 0.948399 158.608 -0.0765066  
306  467.577 0.945941 173.85 0.185943  467.513 0.94521 180.623 0.327157  468.035 0.950504 146.307 0.166756  467.515 0.945148 176.699 0.324229  
307  468.112 0.971136 140.132 0.179011  467.593 0.966979 176.815 0.177463  468.007 0.970261 148.305 0.38148  467.72 0.977921 134.913 -0.0309671  
308  467.621 0.994628 170.759 0.0591172  467.967 0.97304 124.367 -0.541131  468.044 0.973645 125.458 -0.022774  467.685 0.967248 164.286 -0.0100684  
309  467.813 0.975304 125.635 0.209467  467.508 0.963449 182.484 0.430255  467.675 0.964449 186.561 0.109803  467.827 0.954871 138.498 -0.161196  
310  467.528 0.963352 188.116 0.0532186  467.381 0.942962 191.52 0.640932  467.941 0.953477 139.391 -0.0227669  467.81 0.938127 132.824 0.191327  
311  467.924 0.973223 140.173 -0.0164098  467.891 0.95783 128.152 0.241842  467.86 0.969675 153.815 0.737882  467.607 0.948715 167.983 -0.179342  
312  467.707 0.969146 164.325 0.45584  467.292 0.960361 153.799 1.40032  468.129 0.950558 135.464 0.243162  467.588 0.948333 175.816 -0.0820068  
313  467.903 0.972696 137.7 0.113977  467.634 0.964333 190.355 0.176645  467.755 0.964843 172.102 0.0494546  467.814 0.954374 136.733 -0.147932  
314  467.784 0.97973 136.237 -0.376756  467.622 0.966055 174.635 -0.00544524  467.277 0.960588 163.775 -0.419665  467.195 0.961701 170.632 1.13459  
315  468.03 0.972743 130.118 0.0536668  467.821 0.958874 123.18 0.560067  467.705 0.9639 186.95 0.0547064  468.234 0.951556 130.345 -1.19834  
316  467.625 0.968171 162.895 0.483365  467.074 0.962022 180.505 1.34601  467.936 0.954727 136.786 -0.0734893  467.816 0.955613 135.473 -0.123146  
317  467.934 0.972347 132.943 0.0620148  467.584 0.967988 168.455 -0.0506609  468.013 0.956214 125.618 -0.27495  467.587 0.96726 174.525 -0.0158144  
318  467.686 0.968517 166.535 0.365558  467.628 0.966692 175.675 -0.00630095  467.921 0.956465 137.668 -0.196145  467.894 0.950027 158.998 -0.678217  
319  467.944 0.957409 130.944 -0.298202  467.833 0.958124 131.587 0.260652  466.805 0.940722 166.74 -0.368319  467.795 0.949461 150.616 -0.848663  
320  467.692 0.967157 167.778 0.268811  467.78 0.972553 138.237 -0.202964  467.972 0.958529 128.744 -0.742888  467.692 0.96615 162.202 -0.0109694  
321  467.584 0.982989 145.701 -0.0339858  467.617 0.995104 164.409 -0.0155008  467.49 0.968091 171.614 0.772121  467.234 0.991775 177.699 1.09258  
322  467.668 0.968402 159.419 0.416735  467.566 0.997317 161.632 0.0564719  467.671 0.963822 173.124 0.0525684  467.598 0.968222 169.426 -0.0624608  
323  467.555 0.98181 148.96 -0.075889  467.78 0.979047 130.794 0.162282  468.165 0.951925 137.658 0.0558605  467.885 0.972413 135.845 -0.30771  
324  467.395 0.961081 170.573 -0.0776983  467.808 0.971962 138.442 -0.151962  467.72 0.943545 174.521 0.0481794  467.52 0.963359 174.285 0.408758  
325  467.586 0.997764 172.565 0.503104  467.76 1.00027 144.368 -0.40655  467.975 0.976441 125.053 -0.252784  467.282 0.99181 181.234 0.975138  
326  467.526 0.983707 142.036 -0.0461908  467.573 0.996707 163.891 -0.0104994  467.676 0.966531 168.693 0.295742  467.578 0.997249 168.661 -0.0119319  
327  467.685 0.969011 161.265 0.494054  467.548 0.996425 173.231 0.0664126  467.457 0.961298 166.297 -0.0967974  467.734 0.970589 151.011 -0.085093  
328  467.817 0.979497 125.967 -0.283272  467.664 0.996889 168.54 -0.00445508  467.577 0.966132 183.25 0.21289  467.716 0.976383 130.78 -0.10053  
329  467.841 0.974173 136.522 0.0562288  467.642 0.999455 152.448 -0.203464  467.93 0.969922 139.593 0.488172  467.823 0.988743 130.026 0.503336  
330  467.231 0.961147 169.369 -0.186584  467.983 0.987163 122.076 0.0543221  467.708 0.964691 175.329 0.0514075  467.775 0.975392 134.324 -0.0477256  
331  467.715 0.976773 126.758 0.196918  467.819 0.98683 125.094 0.158118  467.909 0.956156 135.452 -0.136685  467.81 0.971235 139.549 -0.260909  
332  467.831 0.977573 126.488 -0.120125  467.981 0.986555 118.702 -0.0651003  467.56 0.968969 153.277 1.00277  467.668 0.968974 156.347 -0.155623  
333  467.953 0.973875 128.287 0.0320728  467.446 0.99166 167.188 0.645615  467.716 0.965757 175.426 0.210466  467.844 0.972382 137.588 -0.346477  
334  467.668 0.965721 179.423 0.213794  467.603 0.981738 133.37 0.305836  467.977 0.953089 139.548 -0.0115846  467.685 0.975856 134.434 -0.10495  
335  467.808 0.977202 130.672 0.0298304  467.643 0.985228 138.582 0.199796  467.893 0.957 131.724 -0.253675  467.987 0.972053 142.467 -0.551979  
336  468.181 0.972011 126.827 0.0823703  467.681 0.993418 172.678 0.106758  468.231 0.970436 131.066 0.681595  467.89 0.971936 135.328 -0.338973  
337  467.86 0.970057 149.891 0.128775  467.746 0.981325 129.699 -0.0480587  467.895 0.9559 136.871 -0.0987885  467.774 0.959085 127.688 0.672337  
338  467.941 0.970263 146.249 0.367509  467.603 0.968415 166.632 -0.0861663  467.751 0.946636 173.131 0.173333  467.38 0.961882 182.136 0.715173  
339  467.936 0.988661 128.123 -0.525709  467.427 0.992783 169.813 0.633094  467.036 0.960969 158.581 -0.376673  467.876 0.971352 137.903 -0.344121  
340  467.781 0.966215 166.845 0.0805002  467.825 0.983218 125.435 -0.203887  467.857 0.951578 138.031 -0.00253653  467.642 0.969116 159.323 -0.27778  
341  467.874 0.976495 126.144 -0.133905  467.688 0.990059 148.872 0.513718  467.705 0.965229 177.579 0.049915  467.658 0.965283 172.844 0.0823734  
342  467.706 0.964546 179.301 0.0529663  467.668 0.976365 135.386 -0.0773569  467.689 0.963779 185.499 -0.00111505  467.659 0.968478 169.551 -0.0512907  
343  467.629 0.962549 178.354 -0.00701292  467.71 0.975524 133.948 -0.128292  467.782 0.95942 142.811 -0.577869  467.623 0.96896 159.813 -0.227958  
344  467.939 0.972932 133.423 0.162483  467.689 0.976343 135.906 -0.0723936  467.7 0.964633 172.696 0.161508  467.873 0.970859 144.958 -0.46961  
345  467.728 0.964992 170.805 0.103071  467.64 0.968727 155.263 -0.138153  467.871 0.956779 135.845 -0.206761  467.592 0.964464 180.716 0.26258  
346  467.391 0.983234 141.771 0.00597015  467.603 0.994708 171.305 0.200954  467.558 0.963371 184.595 -0.00271986  467.753 0.975987 121.507 -0.0638376  
347  468.151 0.971694 129.47 0.25442  467.533 0.998133 162.393 -0.0528066  467.156 0.960362 142.837 -0.868664  467.747 0.985652 130.552 0.169609  
348  467.779 0.964735 178.476 -0.00307122  467.286 0.990885 151.087 1.30195  467.69 0.94855 170.286 0.450769  467.663 0.974407 138.15 -0.0241737  
349  468.03 0.952588 140.063 0.00606968  467.702 0.977922 126.84 -0.0830075  467.928 0.955568 135.628 -0.132402  467.528 0.967868 162.922 0.0352945  
350  467.541 0.981744 135.228 -0.125803  467.479 0.999346 150.17 -0.532126  467.569 0.965667 167.176 0.146986  467.818 0.974189 129.037 -0.353713  
351  467.911 0.953683 134.21 0.00812323  467.989 0.971349 129.407 -0.634791  467.301 0.940991 155.746 -0.171812  467.419 0.967036 170.333 0.159883  
352  468.004 0.986773 124.746 -0.405412  467.775 1.00611 134.313 0.00392258  467.281 0.991331 179.025 -0.184586  467.829 0.986153 123.835 0.0784959  
353  467.826 1.00003 155.838 0.237264  467.628 0.999057 149.412 -0.118889  467.992 0.974155 120.922 0.00364481  467.748 0.984499 121.839 0.156071  
354  467.971 0.988955 138.199 -0.752125  467.399 0.990485 144.465 1.41631  467.594 0.968977 149.314 1.06353  467.83 0.989313 133.157 0.57535  
355  467.686 0.997846 162.838 0.298187  467.774 1.00524 131.749 -0.0695431  468.288 0.972682 120.009 0.00982708  467.561 0.997289 164.271 -0.0166989  
356  467.639 0.993288 168.708 -0.00793558  467.915 1.00879 129.413 0.200925  467.865 0.975432 121.691 0.0720853  467.485 0.997657 174.618 -0.0251916  
357  467.352 0.9913 160.862 -0.241498  467.475 1.01203 152.823 0.515059  467.868 0.976545 120.685 -0.0606308  467.57 0.994238 171.019 0.264709  
