110  467.846 0.989714 134.231 -0.793601  468.179 0.95241 125.57 -0.970362  467.975 0.97107 136.177 0.340931  467.452 0.934564 132.28 0.474285  
111  467.723 0.966528 173.92 0.196577  467.703 0.945257 184.121 -0.00373478  467.936 0.970443 141.399 0.177895  468.226 0.921632 137.189 -1.20888  
112  467.754 0.97994 135.508 -0.313668  468.102 0.950173 142.657 -1.31257  467.94 0.97313 131.341 0.0860627  467.79 0.928302 121.319 0.329833  
113  467.988 0.956768 126.044 -0.409965  468.056 0.953465 126.366 -0.691946  467.806 0.969521 154.827 0.453612  467.805 0.925923 124.39 -0.18986  
114  467.74 0.979981 137.443 -0.359647  468.049 0.957169 118.673 -0.0057261  467.95 0.971677 134.108 0.104852  467.516 0.944273 181.334 0.319127  
115  467.005 0.961304 180.159 -0.171008  467.712 0.929114 128.399 0.087556  468.221 0.950965 132.283 0.205387  467.43 0.917087 174.06 0.304057  
116  467.988 0.97347 127.677 -0.00301348  467.99 0.953691 126.103 -0.538192  467.76 0.96456 167.836 0.0488255  468.031 0.922064 131.717 -0.718051  
117  467.907 0.976596 131.23 -0.164822  467.591 0.94717 175.711 0.102395  467.944 0.978037 125.096 -0.363422  467.686 0.930676 127.824 0.0873858  
118  467.708 0.964374 177.386 0.0529113  467.558 0.944085 168.293 0.289232  467.693 0.967643 166.305 0.178705  467.827 0.923572 127.506 -0.230567  
119  467.595 0.966907 167.495 0.279076  468.011 0.950064 139.935 -1.46351  468.067 0.957476 120.035 -0.577908  467.142 0.941914 171.408 1.1093  
120  467.864 0.97526 126.805 0.00969558  467.076 0.941973 193.905 1.27184  467.369 0.962119 175.465 0.024214  467.501 0.942795 185.492 0.40095  
121  467.603 0.96811 156.394 0.535092  467.478 0.948184 176.312 -0.119394  467.76 0.959508 141.173 -0.510983  467.641 0.934895 131.327 0.162713  
122  467.885 0.978907 134.474 -0.381347  467.509 0.947913 184.316 0.0732282  467.684 0.964208 173.246 0.107651  467.802 0.938095 123.998 0.446717  
123  467.563 0.968385 167.998 0.66342  466.634 0.941465 169.392 2.29042  467.756 0.963695 179.775 0.0544814  467.229 0.939862 135.97 1.61634  
124  467.734 0.966925 170.146 0.176879  467.443 0.939554 138.445 1.2513  467.286 0.961291 164.096 -0.152357  468.389 0.921385 132.7 -1.44282  
125  467.995 0.971918 137.071 0.0379698  467.861 0.955359 131.036 -0.19485  467.415 0.961846 175.874 -0.0425001  466.722 0.940907 170.475 2.25679  
126  467.885 0.975541 125.303 -0.0467971  467.99 0.956177 122.425 -0.185107  467.562 0.967607 176.154 0.551136  467.436 0.943509 184.252 0.530828  
127  467.913 0.956103 132.352 -0.115969  467.916 0.931432 119.641 -0.417669  467.959 0.957668 132.15 -0.377875  468.01 0.930965 119.052 -0.674259  
128  467.331 0.982051 138.722 -0.0090742  468.008 0.953974 127.332 -0.514903  467.997 0.958202 128.747 -0.641534  467.266 0.932587 126.753 0.982884  
129  467.547 0.9931 165.976 -0.0149306  467.281 0.96168 172.739 0.887435  468.015 0.978138 113.518 -0.516482  467.263 0.960497 160.257 1.35969  
130  467.61 0.990406 145.225 -0.590519  467.794 0.94963 150.675 -0.519853  467.571 0.968338 169.414 0.625671  467.544 0.94815 167.258 -0.107117  
131  467.355 0.991176 169.99 -0.220514  468.064 0.954102 123.449 -0.592603  467.869 0.97416 122.987 -0.0395547  467.375 0.935233 132.036 0.714173  
132  467.761 0.9949 172.421 0.0591489  467.051 0.960902 166.097 1.66832  467.5 0.982055 137.659 -0.104108  466.864 0.941097 165.535 1.88495  
133  467.945 0.978329 128.48 -0.562446  467.458 0.963895 157.27 0.541862  467.61 0.964941 164.376 -0.0127034  467.595 0.94761 172.958 -0.0287353  
134  467.922 0.969857 142.144 0.565038  467.462 0.963064 189.43 0.523401  467.57 0.968035 167.655 0.480531  467.68 0.938936 126.965 0.670861  
135  467.443 0.991817 164.494 -0.0902882  468.121 0.952947 124.686 -0.855522  467.927 0.978014 121.958 -0.412339  467.629 0.944994 173.653 0.0984925  
136  467.56 0.984047 146.162 0.0262223  466.876 0.961708 168.889 1.8241  467.485 0.983793 148.292 0.0308884  467.915 0.955955 126.163 -0.179328  
137  467.716 0.966852 164.607 0.216681  467.933 0.955454 122.253 -0.223727  467.745 0.96438 167.196 -0.00608447  466.862 0.940309 145.193 2.39832  
138  468.014 0.970604 145.088 0.227625  467.968 0.951338 144.969 -0.593059  468.004 0.950007 140.416 0.297329  467.718 0.934828 131.969 0.0455333  
139  467.754 0.965328 172.528 0.0463554  467.115 0.943048 183.071 1.17707  468.053 0.954126 124.069 -0.117305  467.9 0.937968 121.74 0.316497  
140  467.73 0.98443 136.499 0.0446669  467.439 0.963306 170.729 0.574173  467.656 0.963214 179.111 -0.002787  467.566 0.948846 160.598 -0.433202  
141  467.918 0.986695 132.354 -0.172425  467.969 0.953663 128.92 -0.460299  467.483 0.983296 139.053 0.00557916  467.415 0.943718 177.795 0.523328  
142  467.689 0.965159 175.784 -0.00597388  467.594 0.948538 153.936 -0.218348  467.99 0.958107 128.387 -0.577129  468.129 0.922143 138.195 -0.829804  
143  467.412 0.962595 176.278 -0.0158163  466.872 0.941419 171.896 1.78014  467.834 0.96972 145.925 0.510256  467.867 0.937624 121.302 0.260661  
144  467.972 0.987391 128.024 -0.591368  468.043 0.949849 146.418 -1.45749  467.545 0.980973 138.502 -0.248304  467.725 0.949316 156.179 -0.769468  
145  467.774 0.984026 130.121 -0.0346874  467.901 0.95391 128.725 -0.307391  467.942 0.956036 125.383 -0.301349  467.47 0.917113 167.24 0.113132  
146  467.729 0.966661 170.429 0.186214  467.32 0.94324 194.465 0.761582  467.215 0.96156 183.001 -0.0217863  467.983 0.923344 132.04 -0.527733  
147  467.734 0.967096 154.448 0.0938316  467.788 0.927597 123.734 -0.121823  467.955 0.955748 130.25 -0.150561  468.356 0.920484 141.61 -1.63662  
148  467.734 0.976528 138.615 0.174545  467.511 0.933067 123.285 0.48999  467.995 0.972838 131.703 0.047245  467.543 0.944822 174.273 0.318587  
149  467.765 0.983456 137.519 0.0229307  467.795 0.949512 152.041 -0.726353  467.435 0.962953 181.21 -0.0077517  467.589 0.946572 176.626 -0.00795535  
150  467.462 0.991339 151.235 -0.210892  468.06 0.952443 126.919 -0.712961  467.976 0.970979 131.879 0.365816  467.361 0.9395 126.333 1.66383  
151  467.904 0.969953 142.875 0.34889  467.663 0.947379 168.111 -0.0118673  467.666 0.968347 155.196 0.426901  467.83 0.932628 121.509 -0.229849  
152  467.888 0.971021 142.973 0.122889  467.611 0.963408 172.428 0.224803  467.535 0.965064 173.316 0.214517  466.978 0.941953 190.391 1.47702  
153  467.918 0.975203 129.927 -0.0579591  468.274 0.950903 130.365 -1.45647  467.823 0.966896 163.702 -0.00710254  467.751 0.935856 126.114 0.121726  
154  467.894 0.969975 147.452 0.291111  467.936 0.949863 152.081 -0.984759  467.671 0.96888 159.659 0.547575  466.749 0.94234 186.918 1.9281  
155  467.615 0.967474 164.974 0.34642  467.471 0.948097 182.881 -0.0871008  467.486 0.964023 175.978 0.0518825  467.831 0.938312 124.122 0.44956  
156  467.823 0.969798 152.86 0.318032  467.735 0.935471 133.041 0.0450631  467.371 0.94218 180.666 0.031791  467.275 0.939824 138.665 1.59852  
157  467.785 0.969373 155.347 0.354388  467.244 0.960258 150.288 1.68481  467.62 0.968694 165.859 0.603134  467.71 0.945614 171.534 -0.00796199  
158  467.815 0.977432 126.599 0.0282712  467.731 0.949353 157.097 -0.601373  468.047 0.972772 128.806 0.0509872  467.467 0.946362 179.499 0.328723  
159  467.824 0.979502 123.815 -0.434679  467.307 0.962143 188.606 0.85136  467.502 0.964778 171.567 0.104219  467.65 0.945406 178.252 0.105465  
160  467.778 0.984151 131.693 -0.0924351  467.786 0.973903 132.067 -0.268182  467.822 0.979021 123.249 -0.301583  467.437 0.964122 172.894 0.518531  
161  467.689 0.983215 140.505 0.0935388  467.363 0.982512 130.131 0.837567  467.589 0.982886 139.052 -0.0502897  467.493 0.967641 167.688 -0.0526395  
162  467.863 0.989603 137.97 -0.595351  467.652 0.976609 129.029 -0.116638  468.154 0.972049 122.036 0.192614  466.887 0.960926 150.327 2.15856  
163  467.695 0.984188 136.082 -0.0725142  467.18 0.960756 152.277 1.47046  467.558 0.968529 162.029 0.746948  467.136 0.961996 176.195 1.22514  
164  467.988 0.97376 126.55 0.0305873  468.002 0.970716 134.749 -0.822041  467.417 0.981517 135.144 -0.198384  467.551 0.967965 164.445 -0.0675799  
165  467.483 0.960026 141.359 -0.760576  467.922 0.956161 124.191 -0.178004  467.865 0.949553 159.509 0.204472  467.725 0.934738 130.296 -0.0098051  
166  467.461 0.981752 129.029 -0.192598  467.957 0.957256 121.684 -0.0159598  467.93 0.98684 133.457 -0.295445  468.006 0.953837 125.642 -0.508825  
167  467.705 0.986823 136.828 -0.061853  467.672 0.966448 161.314 -0.011601  467.581 0.964959 172.078 0.214514  467.658 0.965087 172.87 0.0807677  
168  467.457 0.981681 137.664 -0.160228  467.672 0.976432 128.486 -0.125497  467.601 0.983028 131.681 -0.0759122  467.728 0.969751 151.161 -0.252086  
169  467.425 0.993283 171.556 -0.0133435  467.554 0.984786 129.551 0.426679  467.99 0.974608 121.524 -0.0376818  466.477 0.960908 155.364 3.18555  
170  467.109 0.960757 159.142 -0.452427  467.975 0.949971 141.337 -1.02233  467.782 0.947348 156.231 0.124686  467.496 0.942845 188.409 0.410128  
171  467.757 0.97547 127.842 0.27511  467.453 0.959827 135.199 1.51841  467.396 0.960341 155.2 -0.519028  468.042 0.952816 128.708 -0.656344  
172  467.668 0.969087 149.53 0.731696  467.98 0.970587 140.299 -0.794508  467.669 0.966015 168.744 0.308566  467.549 0.963602 174.593 0.237555  
173  467.622 0.996504 162.059 0.26708  467.498 0.966981 169.572 0.167039  467.885 0.987507 129.267 -0.309217  467.633 0.96911 152.947 -0.355579  
174  468.06 0.972182 124.128 0.216835  467.667 0.965662 164.414 0.0783742  468.133 0.973329 116.906 0.122152  467.604 0.944268 172.814 0.195696  
175  467.656 0.983675 133.149 -0.0100685  467.475 0.967099 166.473 0.0644594  467.568 0.965878 168.321 0.420622  466.938 0.962016 172.465 1.64328  
176  467.762 0.96264 187.315 0.0551826  467.909 0.955126 129.369 -0.2468  467.749 0.947987 163.626 0.216283  467.607 0.947033 169.261 -0.0156661  
177  467.565 0.982961 137.765 0.00867105  467.44 0.963694 174.999 0.512023  467.718 0.979925 127.374 -0.657057  467.769 0.969934 146.223 -0.412882  
178  467.799 1.00349 139.63 0.106745  467.695 0.980963 118.282 0.157875  468.045 0.988691 130.572 -0.777509  467.346 0.963717 178.746 0.701035  
